цена;возраст;мощность;кузов;"цена;возраст;мощность;кузов"
10490;10;80;не седан;"10490;10;80;не седан"
3800;23;122;не седан;"3800;23;122;не седан"
1290;22;101;не седан;"1290;22;101;не седан"
1200;25;101;седан;"1200;25;101;седан"
10999;12;117;не седан;"10999;12;117;не седан"
13900;10;86;не седан;"13900;10;86;не седан"
2000;26;193;седан;"2000;26;193;седан"
5600;23;224;не седан;"5600;23;224;не седан"
18000;11;122;не седан;"18000;11;122;не седан"
5300;16;95;не седан;"5300;16;95;не седан"
13500;16;218;седан;"13500;16;218;седан"
2850;23;105;седан;"2850;23;105;седан"
4900;6;150;не седан;"4900;6;150;не седан"
3850;22;141;не седан;"3850;22;141;не седан"
800;25;100;не седан;"800;25;100;не седан"
6490;15;120;седан;"6490;15;120;седан"
4550;20;105;седан;"4550;20;105;седан"
9000;7;122;не седан;"9000;7;122;не седан"
2250;19;75;не седан;"2250;19;75;не седан"
350;26;65;не седан;"350;26;65;не седан"
7490;14;105;не седан;"7490;14;105;не седан"
3250;20;178;не седан;"3250;20;178;не седан"
2500;23;90;не седан;"2500;23;90;не седан"
699;26;116;седан;"699;26;116;седан"
450;18;58;не седан;"450;18;58;не седан"
13500;13;140;не седан;"13500;13;140;не седан"
9500;18;109;не седан;"9500;18;109;не седан"
12990;16;190;седан;"12990;16;190;седан"
700;26;45;не седан;"700;26;45;не седан"
2750;20;150;не седан;"2750;20;150;не седан"
15900;12;140;не седан;"15900;12;140;не седан"
13499;13;156;седан;"13499;13;156;седан"
1300;22;75;не седан;"1300;22;75;не седан"
7990;18;200;не седан;"7990;18;200;не седан"
550;28;45;не седан;"550;28;45;не седан"
950;25;75;не седан;"950;25;75;не седан"
4699;17;109;седан;"4699;17;109;седан"
3500;17;170;не седан;"3500;17;170;не седан"
3500;7;64;не седан;"3500;7;64;не седан"
5997;16;102;не седан;"5997;16;102;не седан"
2200;20;113;не седан;"2200;20;113;не седан"
999;24;75;седан;"999;24;75;седан"
1200;26;170;не седан;"1200;26;170;не седан"
180;26;55;не седан;"180;26;55;не седан"
999;24;115;не седан;"999;24;115;не седан"
1200;23;75;не седан;"1200;23;75;не седан"
5500;17;102;не седан;"5500;17;102;не седан"
5250;27;193;не седан;"5250;27;193;не седан"
9000;15;140;седан;"9000;15;140;седан"
4600;14;75;не седан;"4600;14;75;не седан"
2500;24;150;не седан;"2500;24;150;не седан"
200;18;58;не седан;"200;18;58;не седан"
2799;24;116;не седан;"2799;24;116;не седан"
9600;15;177;не седан;"9600;15;177;не седан"
1600;22;101;не седан;"1600;22;101;не седан"
5999;11;69;не седан;"5999;11;69;не седан"
2500;23;150;не седан;"2500;23;150;не седан"
7600;17;122;не седан;"7600;17;122;не седан"
7499;22;170;не седан;"7499;22;170;не седан"
1100;27;75;седан;"1100;27;75;седан"
890;26;136;седан;"890;26;136;седан"
1099;28;75;седан;"1099;28;75;седан"
3999;17;131;не седан;"3999;17;131;не седан"
250;6;59;не седан;"250;6;59;не седан"
2799;22;75;не седан;"2799;22;75;не седан"
1200;23;95;седан;"1200;23;95;седан"
3299;34;132;седан;"3299;34;132;седан"
4799;6;143;не седан;"4799;6;143;не седан"
3999;24;193;не седан;"3999;24;193;не седан"
650;26;60;седан;"650;26;60;седан"
8800;12;165;не седан;"8800;12;165;не седан"
2000;25;204;седан;"2000;25;204;седан"
12800;24;265;не седан;"12800;24;265;не седан"
398;27;116;не седан;"398;27;116;не седан"
2700;22;170;седан;"2700;22;170;седан"
6999;22;265;не седан;"6999;22;265;не седан"
2190;20;155;седан;"2190;20;155;седан"
7450;20;170;не седан;"7450;20;170;не седан"
1850;21;75;не седан;"1850;21;75;не седан"
9450;18;163;седан;"9450;18;163;седан"
2999;16;109;не седан;"2999;16;109;не седан"
4800;16;80;не седан;"4800;16;80;не седан"
1670;24;75;седан;"1670;24;75;седан"
1800;20;110;не седан;"1800;20;110;не седан"
5299;18;90;не седан;"5299;18;90;не седан"
3750;32;234;седан;"3750;32;234;седан"
4200;23;163;седан;"4200;23;163;седан"
2549;25;150;не седан;"2549;25;150;не седан"
8380;15;150;не седан;"8380;15;150;не седан"
8000;16;129;не седан;"8000;16;129;не седан"
2599;25;170;седан;"2599;25;170;седан"
600;23;86;не седан;"600;23;86;не седан"
2650;23;110;не седан;"2650;23;110;не седан"
6800;17;224;седан;"6800;17;224;седан"
2410;19;69;не седан;"2410;19;69;не седан"
14900;14;170;не седан;"14900;14;170;не седан"
2100;21;122;не седан;"2100;21;122;не седан"
300;27;55;не седан;"300;27;55;не седан"
3500;18;109;не седан;"3500;18;109;не седан"
2250;22;158;не седан;"2250;22;158;не седан"
500;25;39;не седан;"500;25;39;не седан"
10200;17;150;седан;"10200;17;150;седан"
2800;16;80;не седан;"2800;16;80;не седан"
1500;22;90;седан;"1500;22;90;седан"
330;24;60;не седан;"330;24;60;не седан"
550;30;122;седан;"550;30;122;седан"
1320;21;116;не седан;"1320;21;116;не седан"
7500;15;143;седан;"7500;15;143;седан"
7000;19;150;седан;"7000;19;150;седан"
899;23;60;седан;"899;23;60;седан"
4800;6;110;не седан;"4800;6;110;не седан"
16500;11;179;не седан;"16500;11;179;не седан"
11200;9;105;не седан;"11200;9;105;не седан"
1000;25;102;не седан;"1000;25;102;не седан"
250;28;75;седан;"250;28;75;седан"
11500;15;197;седан;"11500;15;197;седан"
1499;24;90;не седан;"1499;24;90;не седан"
14990;10;140;не седан;"14990;10;140;не седан"
500;24;104;не седан;"500;24;104;не седан"
5900;19;218;не седан;"5900;19;218;не седан"
5499;7;150;не седан;"5499;7;150;не седан"
200;28;102;седан;"200;28;102;седан"
2000;21;68;не седан;"2000;21;68;не седан"
12999;12;105;не седан;"12999;12;105;не седан"
7000;16;140;не седан;"7000;16;140;не седан"
5300;15;177;не седан;"5300;15;177;не седан"
1250;28;50;не седан;"1250;28;50;не седан"
1800;6;60;не седан;"1800;6;60;не седан"
7900;18;150;не седан;"7900;18;150;не седан"
2998;23;170;не седан;"2998;23;170;не седан"
800;27;150;седан;"800;27;150;седан"
350;26;81;не седан;"350;26;81;не седан"
4499;19;122;седан;"4499;19;122;седан"
3900;25;150;не седан;"3900;25;150;не седан"
5900;26;102;не седан;"5900;26;102;не седан"
12900;13;102;не седан;"12900;13;102;не седан"
1199;23;60;не седан;"1199;23;60;не седан"
14800;11;117;седан;"14800;11;117;седан"
2499;17;95;не седан;"2499;17;95;не седан"
1800;22;116;не седан;"1800;22;116;не седан"
2800;19;69;не седан;"2800;19;69;не седан"
4200;16;105;не седан;"4200;16;105;не седан"
5500;17;150;седан;"5500;17;150;седан"
850;19;130;не седан;"850;19;130;не седан"
4100;19;131;не седан;"4100;19;131;не седан"
5900;14;92;не седан;"5900;14;92;не седан"
1600;22;51;не седан;"1600;22;51;не седан"
9600;10;122;не седан;"9600;10;122;не седан"
2799;20;135;седан;"2799;20;135;седан"
7100;15;177;не седан;"7100;15;177;не седан"
4500;16;163;седан;"4500;16;163;седан"
6800;12;120;не седан;"6800;12;120;не седан"
2300;17;65;не седан;"2300;17;65;не седан"
2500;22;150;не седан;"2500;22;150;не седан"
1099;22;80;не седан;"1099;22;80;не седан"
3999;14;65;не седан;"3999;14;65;не седан"
3500;26;204;седан;"3500;26;204;седан"
2600;18;125;не седан;"2600;18;125;не седан"
1950;21;116;не седан;"1950;21;116;не седан"
10450;22;220;не седан;"10450;22;220;не седан"
14000;20;71;не седан;"14000;20;71;не седан"
17000;18;231;седан;"17000;18;231;седан"
11599;13;143;не седан;"11599;13;143;не седан"
1690;21;75;не седан;"1690;21;75;не седан"
1500;24;131;не седан;"1500;24;131;не седан"
5990;16;95;седан;"5990;16;95;седан"
1300;27;75;не седан;"1300;27;75;не седан"
1000;23;107;не седан;"1000;23;107;не седан"
11900;15;170;седан;"11900;15;170;седан"
1400;23;105;седан;"1400;23;105;седан"
2000;7;59;не седан;"2000;7;59;не седан"
4700;27;117;не седан;"4700;27;117;не седан"
1100;24;107;не седан;"1100;24;107;не седан"
6990;18;230;седан;"6990;18;230;седан"
1400;21;75;не седан;"1400;21;75;не седан"
16700;10;140;не седан;"16700;10;140;не седан"
2000;24;90;не седан;"2000;24;90;не седан"
3300;19;103;не седан;"3300;19;103;не седан"
1400;24;90;не седан;"1400;24;90;не седан"
14000;10;99;не седан;"14000;10;99;не седан"
3800;20;129;не седан;"3800;20;129;не седан"
790;27;102;не седан;"790;27;102;не седан"
1450;23;82;не седан;"1450;23;82;не седан"
5500;18;150;не седан;"5500;18;150;не седан"
3650;20;116;не седан;"3650;20;116;не седан"
1999;27;131;не седан;"1999;27;131;не седан"
3999;16;84;не седан;"3999;16;84;не седан"
2600;6;101;не седан;"2600;6;101;не седан"
1500;22;120;не седан;"1500;22;120;не седан"
5600;16;143;не седан;"5600;16;143;не седан"
6500;28;68;не седан;"6500;28;68;не седан"
9500;15;136;не седан;"9500;15;136;не седан"
1799;20;82;не седан;"1799;20;82;не седан"
710;28;54;не седан;"710;28;54;не седан"
7890;18;200;седан;"7890;18;200;седан"
250;23;60;не седан;"250;23;60;не седан"
100;28;116;не седан;"100;28;116;не седан"
1000;23;170;не седан;"1000;23;170;не седан"
130;27;45;не седан;"130;27;45;не седан"
14500;16;163;не седан;"14500;16;163;не седан"
13990;16;209;не седан;"13990;16;209;не седан"
9490;16;136;седан;"9490;16;136;седан"
6700;17;163;седан;"6700;17;163;седан"
2990;22;101;седан;"2990;22;101;седан"
4500;22;170;седан;"4500;22;170;седан"
12000;16;177;седан;"12000;16;177;седан"
16999;8;102;не седан;"16999;8;102;не седан"
10100;15;239;не седан;"10100;15;239;не седан"
13200;13;143;не седан;"13200;13;143;не седан"
2900;52;90;седан;"2900;52;90;седан"
1250;22;129;не седан;"1250;22;129;не седан"
200;26;60;не седан;"200;26;60;не седан"
1990;27;125;не седан;"1990;27;125;не седан"
13500;13;193;не седан;"13500;13;193;не седан"
1150;6;107;не седан;"1150;6;107;не седан"
8999;14;105;не седан;"8999;14;105;не седан"
14000;13;131;седан;"14000;13;131;седан"
1385;26;110;не седан;"1385;26;110;не седан"
999;23;43;не седан;"999;23;43;не седан"
14430;12;146;не седан;"14430;12;146;не седан"
650;27;60;не седан;"650;27;60;не седан"
1000;24;101;не седан;"1000;24;101;не седан"
3000;26;150;седан;"3000;26;150;седан"
3800;18;150;не седан;"3800;18;150;не седан"
14900;10;105;не седан;"14900;10;105;не седан"
3200;28;211;не седан;"3200;28;211;не седан"
150;27;45;не седан;"150;27;45;не седан"
5699;36;90;не седан;"5699;36;90;не седан"
4950;26;150;не седан;"4950;26;150;не седан"
700;27;125;седан;"700;27;125;седан"
4590;21;150;седан;"4590;21;150;седан"
6900;24;193;не седан;"6900;24;193;не седан"
4000;16;116;седан;"4000;16;116;седан"
10900;13;179;не седан;"10900;13;179;не седан"
600;27;75;седан;"600;27;75;седан"
300;32;75;седан;"300;32;75;седан"
1250;21;67;не седан;"1250;21;67;не седан"
750;23;60;не седан;"750;23;60;не седан"
5800;18;106;не седан;"5800;18;106;не седан"
6000;21;170;не седан;"6000;21;170;не седан"
500;27;45;не седан;"500;27;45;не седан"
5990;14;69;не седан;"5990;14;69;не седан"
800;24;105;не седан;"800;24;105;не седан"
4250;18;150;не седан;"4250;18;150;не седан"
7000;7;90;не седан;"7000;7;90;не седан"
8500;7;177;не седан;"8500;7;177;не седан"
6500;50;54;не седан;"6500;50;54;не седан"
2850;21;180;седан;"2850;21;180;седан"
9200;7;75;не седан;"9200;7;75;не седан"
2800;17;60;не седан;"2800;17;60;не седан"
1200;27;90;седан;"1200;27;90;седан"
4750;32;113;не седан;"4750;32;113;не седан"
7400;18;163;не седан;"7400;18;163;не седан"
390;24;50;не седан;"390;24;50;не седан"
4250;17;80;не седан;"4250;17;80;не седан"
4000;20;82;не седан;"4000;20;82;не седан"
4200;17;166;не седан;"4200;17;166;не седан"
12800;9;101;не седан;"12800;9;101;не седан"
18500;10;150;не седан;"18500;10;150;не седан"
1600;27;101;седан;"1600;27;101;седан"
300;23;85;не седан;"300;23;85;не седан"
3280;19;95;седан;"3280;19;95;седан"
12950;12;160;не седан;"12950;12;160;не седан"
2500;18;80;не седан;"2500;18;80;не седан"
1450;21;64;не седан;"1450;21;64;не седан"
3200;16;75;не седан;"3200;16;75;не седан"
1200;23;107;не седан;"1200;23;107;не седан"
4800;22;163;не седан;"4800;22;163;не седан"
11890;12;116;не седан;"11890;12;116;не седан"
2800;21;122;седан;"2800;21;122;седан"
1450;23;90;не седан;"1450;23;90;не седан"
2200;26;125;седан;"2200;26;125;седан"
11000;21;231;не седан;"11000;21;231;не седан"
2800;19;75;не седан;"2800;19;75;не седан"
4200;20;276;не седан;"4200;20;276;не седан"
550;25;136;не седан;"550;25;136;не седан"
5000;16;90;не седан;"5000;16;90;не седан"
1250;20;52;не седан;"1250;20;52;не седан"
2250;6;90;не седан;"2250;6;90;не седан"
400;21;86;не седан;"400;21;86;не седан"
700;5;75;не седан;"700;5;75;не седан"
15900;15;235;не седан;"15900;15;235;не седан"
5400;7;140;не седан;"5400;7;140;не седан"
4499;14;109;седан;"4499;14;109;седан"
17000;15;344;не седан;"17000;15;344;не седан"
7350;20;102;не седан;"7350;20;102;не седан"
15900;13;177;не седан;"15900;13;177;не седан"
5750;16;100;седан;"5750;16;100;седан"
1500;21;58;не седан;"1500;21;58;не седан"
9300;12;120;не седан;"9300;12;120;не седан"
4300;33;170;не седан;"4300;33;170;не седан"
3700;14;69;не седан;"3700;14;69;не седан"
2699;18;110;не седан;"2699;18;110;не седан"
3200;18;75;не седан;"3200;18;75;не седан"
200;7;75;не седан;"200;7;75;не седан"
2800;21;102;не седан;"2800;21;102;не седан"
599;25;110;не седан;"599;25;110;не седан"
5500;15;80;не седан;"5500;15;80;не седан"
6990;40;72;не седан;"6990;40;72;не седан"
4900;17;109;не седан;"4900;17;109;не седан"
400;23;102;седан;"400;23;102;седан"
4500;11;90;не седан;"4500;11;90;не седан"
1799;24;75;не седан;"1799;24;75;не седан"
3000;6;101;не седан;"3000;6;101;не седан"
800;24;75;седан;"800;24;75;седан"
3999;18;95;седан;"3999;18;95;седан"
9100;19;150;не седан;"9100;19;150;не седан"
2000;29;218;седан;"2000;29;218;седан"
1400;21;75;седан;"1400;21;75;седан"
5900;17;150;не седан;"5900;17;150;не седан"
849;28;75;не седан;"849;28;75;не седан"
2300;21;75;не седан;"2300;21;75;не седан"
1700;23;75;не седан;"1700;23;75;не седан"
11500;22;179;не седан;"11500;22;179;не седан"
1700;24;116;седан;"1700;24;116;седан"
12990;16;218;не седан;"12990;16;218;не седан"
5799;14;75;не седан;"5799;14;75;не седан"
4000;20;150;не седан;"4000;20;150;не седан"
500;21;60;не седан;"500;21;60;не седан"
1850;19;65;не седан;"1850;19;65;не седан"
4000;6;105;не седан;"4000;6;105;не седан"
950;24;60;не седан;"950;24;60;не седан"
4600;18;140;не седан;"4600;18;140;не седан"
6900;35;105;седан;"6900;35;105;седан"
3950;18;73;не седан;"3950;18;73;не седан"
12900;26;237;седан;"12900;26;237;седан"
3500;20;41;не седан;"3500;20;41;не седан"
1799;25;101;седан;"1799;25;101;седан"
8500;11;105;не седан;"8500;11;105;не седан"
1399;24;90;не седан;"1399;24;90;не седан"
1790;20;50;не седан;"1790;20;50;не седан"
1000;18;109;не седан;"1000;18;109;не седан"
5500;14;71;не седан;"5500;14;71;не седан"
5400;12;68;не седан;"5400;12;68;не седан"
7350;20;170;не седан;"7350;20;170;не седан"
15990;35;224;седан;"15990;35;224;седан"
9500;6;140;не седан;"9500;6;140;не седан"
7999;19;200;седан;"7999;19;200;седан"
5699;19;250;не седан;"5699;19;250;не седан"
800;21;60;не седан;"800;21;60;не седан"
1190;5;58;не седан;"1190;5;58;не седан"
1212;21;50;не седан;"1212;21;50;не седан"
2590;19;116;седан;"2590;19;116;седан"
5400;31;179;не седан;"5400;31;179;не седан"
3800;18;90;не седан;"3800;18;90;не седан"
6600;16;109;седан;"6600;16;109;седан"
1000;20;58;не седан;"1000;20;58;не седан"
3000;7;140;не седан;"3000;7;140;не седан"
2400;24;101;не седан;"2400;24;101;не седан"
9999;9;105;не седан;"9999;9;105;не седан"
1700;19;115;седан;"1700;19;115;седан"
5100;13;120;не седан;"5100;13;120;не седан"
15000;11;245;не седан;"15000;11;245;не седан"
5400;17;140;не седан;"5400;17;140;не седан"
1650;26;116;не седан;"1650;26;116;не седан"
700;20;103;не седан;"700;20;103;не седан"
1995;20;101;не седан;"1995;20;101;не седан"
750;26;136;седан;"750;26;136;седан"
3200;17;95;не седан;"3200;17;95;не седан"
120;7;60;не седан;"120;7;60;не седан"
1800;28;101;седан;"1800;28;101;седан"
7450;20;143;не седан;"7450;20;143;не седан"
16400;16;150;седан;"16400;16;150;седан"
17700;12;170;седан;"17700;12;170;седан"
2400;22;129;седан;"2400;22;129;седан"
490;23;116;не седан;"490;23;116;не седан"
700;23;116;не седан;"700;23;116;не седан"
550;25;60;не седан;"550;25;60;не седан"
3800;20;80;седан;"3800;20;80;седан"
1799;20;82;не седан;"1799;20;82;не седан"
1650;25;125;седан;"1650;25;125;седан"
1890;26;150;седан;"1890;26;150;седан"
1000;22;56;не седан;"1000;22;56;не седан"
600;30;54;не седан;"600;30;54;не седан"
1900;18;177;не седан;"1900;18;177;не седан"
600;7;60;не седан;"600;7;60;не седан"
16960;10;122;не седан;"16960;10;122;не седан"
250;26;60;не седан;"250;26;60;не седан"
6250;16;102;не седан;"6250;16;102;не седан"
7900;16;150;не седан;"7900;16;150;не седан"
5300;19;194;не седан;"5300;19;194;не седан"
7500;13;111;седан;"7500;13;111;седан"
14400;15;299;не седан;"14400;15;299;не седан"
2100;23;105;не седан;"2100;23;105;не седан"
249;25;75;не седан;"249;25;75;не седан"
7150;16;116;не седан;"7150;16;116;не седан"
5800;23;326;седан;"5800;23;326;седан"
5500;21;150;не седан;"5500;21;150;не седан"
11990;17;224;седан;"11990;17;224;седан"
4950;16;80;не седан;"4950;16;80;не седан"
17800;7;99;не седан;"17800;7;99;не седан"
10900;15;160;седан;"10900;15;160;седан"
2349;6;120;не седан;"2349;6;120;не седан"
3550;15;45;не седан;"3550;15;45;не седан"
12500;16;140;седан;"12500;16;140;седан"
13000;15;177;седан;"13000;15;177;седан"
7900;43;194;седан;"7900;43;194;седан"
2200;23;101;седан;"2200;23;101;седан"
850;27;45;не седан;"850;27;45;не седан"
1500;6;90;не седан;"1500;6;90;не седан"
3300;20;170;не седан;"3300;20;170;не седан"
2500;20;101;седан;"2500;20;101;седан"
6300;18;179;седан;"6300;18;179;седан"
10000;11;177;седан;"10000;11;177;седан"
950;25;90;седан;"950;25;90;седан"
9000;20;163;не седан;"9000;20;163;не седан"
1390;25;75;седан;"1390;25;75;седан"
4200;17;136;не седан;"4200;17;136;не седан"
9299;12;105;не седан;"9299;12;105;не седан"
6399;20;110;не седан;"6399;20;110;не седан"
8500;23;193;седан;"8500;23;193;седан"
1900;20;145;седан;"1900;20;145;седан"
5600;14;60;не седан;"5600;14;60;не седан"
3300;20;61;не седан;"3300;20;61;не седан"
1350;24;50;не седан;"1350;24;50;не седан"
3000;22;85;седан;"3000;22;85;седан"
2100;24;279;не седан;"2100;24;279;не седан"
6299;11;60;не седан;"6299;11;60;не седан"
18500;9;140;не седан;"18500;9;140;не седан"
1300;21;95;не седан;"1300;21;95;не седан"
4450;52;23;не седан;"4450;52;23;не седан"
7777;16;140;не седан;"7777;16;140;не седан"
2000;20;87;не седан;"2000;20;87;не седан"
4200;19;125;седан;"4200;19;125;седан"
2800;21;138;не седан;"2800;21;138;не седан"
10999;17;177;седан;"10999;17;177;седан"
1999;32;179;не седан;"1999;32;179;не седан"
3999;18;136;не седан;"3999;18;136;не седан"
6490;13;110;не седан;"6490;13;110;не седан"
4490;39;310;не седан;"4490;39;310;не седан"
7299;15;175;не седан;"7299;15;175;не седан"
5500;43;96;седан;"5500;43;96;седан"
1500;25;116;седан;"1500;25;116;седан"
1199;28;326;седан;"1199;28;326;седан"
6199;15;122;седан;"6199;15;122;седан"
4900;19;105;не седан;"4900;19;105;не седан"
4000;15;73;не седан;"4000;15;73;не седан"
3050;17;114;не седан;"3050;17;114;не седан"
8350;13;110;седан;"8350;13;110;седан"
450;26;103;седан;"450;26;103;седан"
1400;23;116;седан;"1400;23;116;седан"
12400;15;136;не седан;"12400;15;136;не седан"
8900;15;170;не седан;"8900;15;170;не седан"
12900;17;231;не седан;"12900;17;231;не седан"
799;20;54;не седан;"799;20;54;не седан"
3700;22;163;не седан;"3700;22;163;не седан"
5500;22;122;не седан;"5500;22;122;не седан"
2350;21;98;не седан;"2350;21;98;не седан"
5200;22;231;не седан;"5200;22;231;не седан"
15700;11;160;не седан;"15700;11;160;не седан"
2550;21;163;не седан;"2550;21;163;не седан"
9999;18;250;не седан;"9999;18;250;не седан"
2200;20;75;не седан;"2200;20;75;не седан"
1790;25;86;не седан;"1790;25;86;не седан"
7500;11;60;не седан;"7500;11;60;не седан"
6100;21;150;не седан;"6100;21;150;не седан"
1400;25;99;седан;"1400;25;99;седан"
4190;17;116;не седан;"4190;17;116;не седан"
5250;17;140;не седан;"5250;17;140;не седан"
3750;20;105;седан;"3750;20;105;седан"
350;24;116;не седан;"350;24;116;не седан"
1600;28;90;седан;"1600;28;90;седан"
150;30;150;не седан;"150;30;150;не седан"
3200;19;90;седан;"3200;19;90;седан"
8495;17;226;седан;"8495;17;226;седан"
7820;13;86;не седан;"7820;13;86;не седан"
14200;18;231;не седан;"14200;18;231;не седан"
18000;15;200;не седан;"18000;15;200;не седан"
1000;23;60;не седан;"1000;23;60;не седан"
1400;18;60;не седан;"1400;18;60;не седан"
2900;25;115;не седан;"2900;25;115;не седан"
1790;22;82;не седан;"1790;22;82;не седан"
1650;21;87;не седан;"1650;21;87;не седан"
4950;15;140;не седан;"4950;15;140;не седан"
3899;17;55;не седан;"3899;17;55;не седан"
4700;22;102;седан;"4700;22;102;седан"
6300;16;140;не седан;"6300;16;140;не седан"
2555;25;140;седан;"2555;25;140;седан"
4950;19;204;не седан;"4950;19;204;не седан"
6600;18;190;не седан;"6600;18;190;не седан"
2800;27;150;не седан;"2800;27;150;не седан"
1900;18;68;не седан;"1900;18;68;не седан"
2950;15;68;не седан;"2950;15;68;не седан"
3333;5;101;не седан;"3333;5;101;не седан"
390;27;75;не седан;"390;27;75;не седан"
1250;22;75;не седан;"1250;22;75;не седан"
2000;23;82;седан;"2000;23;82;седан"
999;31;90;седан;"999;31;90;седан"
17900;8;84;не седан;"17900;8;84;не седан"
1200;26;75;седан;"1200;26;75;седан"
13999;12;143;седан;"13999;12;143;седан"
1800;6;131;не седан;"1800;6;131;не седан"
150;24;55;не седан;"150;24;55;не седан"
8790;13;299;не седан;"8790;13;299;не седан"
13900;14;143;не седан;"13900;14;143;не седан"
15000;9;86;не седан;"15000;9;86;не седан"
600;26;90;не седан;"600;26;90;не седан"
10550;15;126;не седан;"10550;15;126;не седан"
2000;19;140;не седан;"2000;19;140;не седан"
7900;12;75;не седан;"7900;12;75;не седан"
4999;14;122;не седан;"4999;14;122;не седан"
700;25;75;седан;"700;25;75;седан"
13000;12;143;седан;"13000;12;143;седан"
16990;11;140;не седан;"16990;11;140;не седан"
5150;22;150;не седан;"5150;22;150;не седан"
8200;13;105;не седан;"8200;13;105;не седан"
13990;13;160;не седан;"13990;13;160;не седан"
18000;15;232;седан;"18000;15;232;седан"
750;7;144;не седан;"750;7;144;не седан"
500;17;70;не седан;"500;17;70;не седан"
1500;16;143;не седан;"1500;16;143;не седан"
1039;31;88;не седан;"1039;31;88;не седан"
3500;20;192;не седан;"3500;20;192;не седан"
900;22;150;не седан;"900;22;150;не седан"
17500;25;301;не седан;"17500;25;301;не седан"
6700;24;193;не седан;"6700;24;193;не седан"
2000;33;113;не седан;"2000;33;113;не седан"
5129;17;131;не седан;"5129;17;131;не седан"
6890;19;140;седан;"6890;19;140;седан"
9000;15;190;седан;"9000;15;190;седан"
2599;21;131;не седан;"2599;21;131;не седан"
7099;18;150;не седан;"7099;18;150;не седан"
699;26;102;седан;"699;26;102;седан"
8800;15;170;седан;"8800;15;170;седан"
1049;30;113;не седан;"1049;30;113;не седан"
14999;15;184;не седан;"14999;15;184;не седан"
19850;10;150;седан;"19850;10;150;седан"
7200;6;80;не седан;"7200;6;80;не седан"
1240;20;60;не седан;"1240;20;60;не седан"
1350;39;75;седан;"1350;39;75;седан"
2900;20;84;седан;"2900;20;84;седан"
1600;21;125;седан;"1600;21;125;седан"
1899;19;75;не седан;"1899;19;75;не седан"
7500;13;73;не седан;"7500;13;73;не седан"
900;27;95;седан;"900;27;95;седан"
16000;14;160;не седан;"16000;14;160;не седан"
6350;17;140;не седан;"6350;17;140;не седан"
3600;19;131;седан;"3600;19;131;седан"
8000;15;122;седан;"8000;15;122;седан"
6600;19;131;не седан;"6600;19;131;не седан"
1999;19;50;не седан;"1999;19;50;не седан"
6950;20;163;седан;"6950;20;163;седан"
15000;9;200;не седан;"15000;9;200;не седан"
13499;10;140;не седан;"13499;10;140;не седан"
9600;16;177;седан;"9600;16;177;седан"
2399;18;116;не седан;"2399;18;116;не седан"
14200;14;179;не седан;"14200;14;179;не седан"
8999;12;111;не седан;"8999;12;111;не седан"
10990;16;150;не седан;"10990;16;150;не седан"
15350;12;163;седан;"15350;12;163;седан"
10800;13;166;не седан;"10800;13;166;не седан"
6100;12;90;не седан;"6100;12;90;не седан"
980;26;75;седан;"980;26;75;седан"
4199;22;131;не седан;"4199;22;131;не седан"
10900;20;334;седан;"10900;20;334;седан"
6800;16;109;не седан;"6800;16;109;не седан"
1550;25;150;не седан;"1550;25;150;не седан"
850;31;45;не седан;"850;31;45;не седан"
11000;13;204;седан;"11000;13;204;седан"
9700;12;101;не седан;"9700;12;101;не седан"
7500;15;105;не седан;"7500;15;105;не седан"
2000;7;75;не седан;"2000;7;75;не седан"
600;23;60;не седан;"600;23;60;не седан"
3950;24;170;седан;"3950;24;170;седан"
1800;6;130;не седан;"1800;6;130;не седан"
2001;22;131;не седан;"2001;22;131;не седан"
2650;19;88;не седан;"2650;19;88;не седан"
4450;16;86;не седан;"4450;16;86;не седан"
8000;17;122;седан;"8000;17;122;седан"
14499;13;177;не седан;"14499;13;177;не седан"
1780;19;70;не седан;"1780;19;70;не седан"
5100;17;140;не седан;"5100;17;140;не седан"
1500;25;122;не седан;"1500;25;122;не седан"
5750;17;80;не седан;"5750;17;80;не седан"
15700;17;224;не седан;"15700;17;224;не седан"
7924;37;150;не седан;"7924;37;150;не седан"
4950;22;131;седан;"4950;22;131;седан"
12990;16;235;седан;"12990;16;235;седан"
3999;19;116;седан;"3999;19;116;седан"
1000;24;75;не седан;"1000;24;75;не седан"
2699;16;61;не седан;"2699;16;61;не седан"
2490;20;50;не седан;"2490;20;50;не седан"
450;7;75;не седан;"450;7;75;не седан"
2500;24;118;седан;"2500;24;118;седан"
5450;19;155;не седан;"5450;19;155;не седан"
350;26;116;не седан;"350;26;116;не седан"
5200;14;80;седан;"5200;14;80;седан"
3500;26;193;не седан;"3500;26;193;не седан"
6750;17;125;не седан;"6750;17;125;не седан"
4500;18;98;не седан;"4500;18;98;не седан"
14990;10;92;не седан;"14990;10;92;не седан"
1900;22;163;не седан;"1900;22;163;не седан"
1800;19;102;не седан;"1800;19;102;не седан"
12500;13;143;седан;"12500;13;143;седан"
1100;19;75;не седан;"1100;19;75;не седан"
18600;10;140;седан;"18600;10;140;седан"
200;23;50;не седан;"200;23;50;не седан"
8900;17;224;не седан;"8900;17;224;не седан"
10500;18;163;не седан;"10500;18;163;не седан"
1550;25;116;седан;"1550;25;116;седан"
5200;22;197;седан;"5200;22;197;седан"
1100;23;50;не седан;"1100;23;50;не седан"
